Link	Name	Source	Projects	Creators	Creation time	Update time	To keep	Deprecated
https://workflowhub.eu/workflows/749?version=1	Refining Genome Annotations with Apollo (prokaryotes)	WorkflowHub	EuroScienceGateway	Anthony Bretaudeau	2024-02-14	2025-11-04	True	False
https://workflowhub.eu/workflows/1790?version=1	GigaScience_Peptide_Annotation_demonstration_STS26T_neoantigen_candidates_workflow	WorkflowHub	Galaxy Training Network		2025-07-07	2025-07-07	True	False
https://workflowhub.eu/workflows/1693?version=1	Workflow 'Biodiversity data exploration tuto'	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	True	False
https://workflowhub.eu/workflows/1634?version=1	Metagenomics assembly tutorial workflow	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	True	False
https://workflowhub.eu/workflows/1513?version=1	Bacterial Genome Annotation	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/1497?version=1	Genome Annotation with Prokka	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	True	False
https://workflowhub.eu/workflows/1472?version=1	"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/1457?version=1	GigaScience_Peptide_Annotation_demonstration_STS26T_neoantigen_candidates_workflow	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/1417?version=1	Secreted Proteins Via GO Annotation And WoLF PSORT For shCTSB Paper	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/1414?version=1	'Proteome Annotation'	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/1411?version=1	ProteoRE ProteomeAnnotation Tutorial (release 2.0)	WorkflowHub	Galaxy Training Network		2025-06-02	2025-06-02	False	False
https://workflowhub.eu/workflows/53?version=1	ONT -- Metagenomics-Kraken2-Krona	WorkflowHub	NanoGalaxy	Milad Miladi	2020-08-05	2023-02-13	True	False
https://workflowhub.eu/workflows/656?version=1	Biodiversity data exploration tutorial	WorkflowHub	PNDB	Yvan Le Bras, Coline Royaux, Marie Jossé	2023-11-09	2024-12-09	True	False
https://workflowhub.eu/workflows/49?version=2	Population and community metrics calculation from Biodiversity data	WorkflowHub	PNDB	Yvan Le Bras, Coline Royaux	2020-07-24	2024-12-09	True	False
https://workflowhub.eu/workflows/1259?version=1	OMERO Nuclei Cell Counting, Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	UFZ - Image Data Management and Processing Workflows	Riccardo Massei	2025-01-28	2025-03-03	False	False
https://workflowhub.eu/workflows/1258?version=1	OMERO Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	UFZ - Image Data Management and Processing Workflows	Riccardo Massei, Matthias Bernt	2025-01-28	2025-03-03	False	False
https://usegalaxy.eu/published/workflow?id=39366728f462b4f1	Workflow CESAB Biodiversity data training 2025 - data access exercise bonus	https://usegalaxy.eu			2025-11-06	2025-11-06	True	False
https://usegalaxy.eu/published/workflow?id=a52ea1bae6683dce	Workflow CESAB Biodiversity data training 2025 - data access exercise 1	https://usegalaxy.eu			2025-11-05	2025-11-06	True	False
https://usegalaxy.eu/published/workflow?id=ca0775b90e12a784	Workflow CESAB Biodiversity data training 2025 - data access exercise 2	https://usegalaxy.eu			2025-11-05	2025-11-06	True	False
https://usegalaxy.eu/published/workflow?id=afad9a17a80bb26d	Obitools eDNA metabarcoding	https://usegalaxy.eu			2023-11-09	2025-09-12	True	False
https://usegalaxy.eu/published/workflow?id=1d2cd0af01a30a46	Satellite data for biodiversity	https://usegalaxy.eu		Marie Josse	2023-03-01	2024-05-27	True	False
https://usegalaxy.eu/published/workflow?id=9e05bd65faf58ab3	Obis biodiversity indicator on Asian pacific	https://usegalaxy.eu			2023-03-13	2023-11-10	True	False
https://usegalaxy.eu/published/workflow?id=da88448ab15d167d	Remote sensing Sentinel 2 data analysis to produce biodiversity metrics	https://usegalaxy.eu			2023-11-09	2023-11-09	True	False
https://usegalaxy.eu/published/workflow?id=d33ab07e4cf44f8c	Compute and analyze biodiversity metrics with PAMPA toolsuite	https://usegalaxy.eu			2021-02-24	2021-02-24	True	False
https://usegalaxy.org.au/published/workflow?id=ca6f29110df8dadc	16S_biodiversity_BIOM	https://usegalaxy.org.au			2019-03-21	2021-04-01	True	False
https://usegalaxy.org.au/published/workflow?id=869440d35a618836	16S_biodiversity_for_nonoverlap_paired_end	https://usegalaxy.org.au			2019-03-21	2021-04-01	True	False
https://usegalaxy.org.au/published/workflow?id=14e80b7f9f68ec2a	16S_biodiversity_for_overlap_paired_end	https://usegalaxy.org.au			2019-03-21	2021-04-01	True	False
